Posting time 	Number of images	Description under the image	Year	Make and Model 	Condition 	Cylinders 	Drive 	Fuel 	Odometer 	Paint color	Size	Title Status 	Transmission	VIN	url
"2018-01-19 12:09pm
                "	16	These are all the cars we have available at the moment 2010 Chevy Malibu has chrome wheels extra nice interior and exterior with 148k asking price $4800, 2007 Nissan Maxima in excellent condition no scratches no dents with ONLY 116k asking price $5800 and this  2007 Chevy Impala runs and drives fast!! with 160k asking $3800 all cars have no mechanical issues with a clean title prices are negotiable but not too low....    	2010		 fair	 8 cylinders	 rwd	 gas	 97000	 white	 mid-size	 clean	 automatic	 WDBJF70JX1X058533	https://northmiss.craigslist.org/cto/d/we-have-cargos-malibus/6465435855.html
"2018-01-26  8:03am
                "	8	01 Audi A6 with 172k asking $2500, 07' Jeep Hemi edition with 180k $4200, 06' HHR with low mileage ONLY 114k $4000, 08' Sebring with 148k $4000 all these vehicles are in excellent condition runs and drives great no mechanical issues no check engine lights evening works on all vehicles prices are OBO contact me ONLY serious inquiries no trades no checks let's make a deal!!!!! All have a clean title in hand 🙌🙌 2010 Malibu fully loaded 150k $4000 08' Impala 160k $3600    	2008		 fair	 8 cylinders	 rwd	 gas	 97000	 white	 mid-size	 clean	 automatic	 WDBJF70JX1X058533	https://northmiss.craigslist.org/cto/d/great-cars-4000-under/6473385516.html
"2018-01-19 12:10pm
                "	6	This 2001 Chevy Express Cargo has 130k with all the extra features to go with it no mechanical issues clean title runs and drives excellent price is negotiable    	2001		 fair	 8 cylinders	 rwd	 gas	 97000	 white	 mid-size	 clean	 automatic	 WDBJF70JX1X058533	https://northmiss.craigslist.org/cto/d/chevy-express-cargo-work-van/6465436515.html
"2018-02-02  3:22pm
                "	13	"For Sale: 2006 Nissan Murano SL AWD. This SUV has a 3.5L V6 engine and automatic transmission. It has 133,000 miles. This SUV features power windows, power locks, power seats, AM/FM CD player, Bose sound system, leather interior, heated seats, moon roof, and cruise control. $6800. Contact me at  show contact info
. Grenada, MS    "	2006		 good	 6 cylinders	 4wd	 gas	 133000	 grey	 mid-size	 clean	 automatic	 WDBJF70JX1X058533	https://northmiss.craigslist.org/cto/d/2006-nissan-murano-sl/6482369794.html
"2018-02-02  3:20pm
                "	11	2004 BMW X5  This SUV has every option that BMW offered in 2004 including dual moon-roofs, front and rear heated seats, rear seats recline also, comfort package, rear window shades, and the list goes on.  It has the best engine offered by BMW the 3.0 inline 6cyl, and automatic transmission, and it is of course all wheel drive. It also has near new matched tires all the way around.  This X5 has been very well cared for and maintained and should be good to go for many more miles(currently has around 190,000).  My son has used it to get to and from college for the past three years with no issues.  The only reason for selling is he will soon be graduating and ready for something else. Call or text six6two six0seven two9eight3.    	2004		 good	 6 cylinders	 4wd	 gas	 133000	 grey	 mid-size	 clean	 automatic	 WDBJF70JX1X058533	https://northmiss.craigslist.org/cto/d/2004-bmw-x5/6482367272.html
"2018-01-17 12:39pm
                "	5	"2004 Chevrolet Avalanche 1500 Z66,2WD,176,000 miles all power sunroof Leather seats good a/c and heat runs and drives good $5,800  show contact info
"	2005		 good	 8 cylinders	 rwd	 gas	 176000	 grey	 full-size	 clean	 automatic	 WDBJF70JX1X058533	https://northmiss.craigslist.org/cto/d/2004-chevrolet-avalanche-z66/6463085542.html
"2018-01-28  9:20pm
                "	2	210,000 miles. Leather interior in great shape, third row seat, transmission overhauled 4 yrs ago, new a/c compressor last year. Nice car. Six six 2 934 10 one one    	2003		 good	 8 cylinders	 rwd	 gas	 210000	 grey	 full-size	 clean	 automatic	 WDBJF70JX1X058533	https://northmiss.craigslist.org/cto/d/2003-ford-taurus-wagon/6476574174.html
"2018-01-31  1:07pm
                "	18	"1973 Mustang convertible original ""q"" code 
351C 4v engine (COBRA JET) 4 bolt mains
Factory 4 barrel carb.  C6 Auto trans
1 of less than 45 white ""Q"" code convertibles 
with auto trans. built in 1973 Very Rare car
All numbers match. Marti report available.
Original car except for paint 
Original color  Everything else original
Last year of muscle car
Last year of convertible till 1983
Am FM 8 Track still works
Factory A/C 
$15,000.00  

Calls only  Thanks

show contact info
"	1973		 good	 8 cylinders	 rwd	 gas	 210000	 grey	 full-size	 clean	 automatic	 WDBJF70JX1X058533	https://northmiss.craigslist.org/cto/d/1973-mustang-convertible/6479740828.html
			1973		 good	 8 cylinders	 rwd	 gas	 210000	 grey	 full-size	 clean	 automatic	 WDBJF70JX1X058533	https://northmiss.craigslist.org/cto/d/good-shape-01-model-toyota-red/6482167714.html
"2018-01-25  4:15pm
                "	3	5.7 LT1, DVD Screen in dash, good cloth interior. I'll add more pictures when I get a chance to clean her up.    	1994		 excellent	 8 cylinders	 rwd	 gas	 210000	 grey	 full-size	 clean	 automatic	 WDBJF70JX1X058533	https://northmiss.craigslist.org/cto/d/94-chevy-caprice/6472855538.html
"2018-01-29  1:12pm
                "	13	"2013 Nissan Altima S 4 cylinder automatic fully loaded ice cold AC power everything new tires very well maintained very good dependable car hi highway miles but where very good and reliable car will take you anywhere you want to go super clean inside and out sell $7,950 obo call  show contact info
 no text and no email    "	2013		 like new	 8 cylinders	 rwd	 gas	 210000	 grey	 full-size	 clean	 automatic	 WDBJF70JX1X058533	https://northmiss.craigslist.org/cto/d/2013-nissan-altima-super-nice/6477283699.html
"2018-02-02  2:49pm
                "	10	"Mileage: 26,609 miles
Exterior: Bright White Clearcoat
Interior: Diesel Gray/Black Cloth
Transmission: Automatic
Engine: ENGINE: 6.7L I6 CUMMINS TURBO DIESEL
VIN: 3C6UR5DL9HG551535
Stock #: 92u1535

Griffin Motors
662-456-4281    "	2017		 like new	 6 cylinders	 4wd	 diesel	 26609	 grey	 full-size	 clean	 automatic	 WDBJF70JX1X058533	https://northmiss.craigslist.org/ctd/d/2017-ram-2500-crew-cab-4x4/6482323894.html
"2018-01-25  6:47pm
                "	12	Just bought a new truck so this has to go.  It is a 2010 Bmw 335i hard top convertible in black sapphire with dark brown leather interior.  It is fully loaded with everything including navigation and only has 104,xxx miles with zero issues.  Runs and drives great and has a clean carfax.  The bmw is paid off so I do have clean and clear title in hand.  It has the premium, sports, and comfort access packages.  Just had a fresh oil change done two weeks ago.  No test drives without cash in hand.    	2010		 excellent	 6 cylinders	 rwd	 gas	 104000	 black	 full-size	 clean	 automatic	 WDBJF70JX1X058533	https://northmiss.craigslist.org/cto/d/2010-bmw-335i-vert/6473019428.html
"2018-01-25  5:35pm
                "	17	Truck is in great condition inside and out! Clean title in hand. Low miles for the year! 197k and runs like a brand new one. Just had full tune up done with new NGK oem spark plugs, new spark plug wires, new air filter, fresh oil change, new brakes on 01/23/18. Water pump, timing belt, and drive belts were all replaced at 170k miles. Tires are excellent, paint looks great, power everything, keyless entry, cruise control, rear diff locker, new headlight led bulbs and led light bar in bottom grille, towing package, SR5 package, tinted windows, and fairly new windshield. Needs nothing and is ready for the road! Also have a matching color ARE camper shell I will sell separately. Price will only be negotiated in person! Truck has always been in the south. Call Six 01-9 one seven-08 four nine.    	2003		 excellent	 6 cylinders	 rwd	 gas	 197000	 silver	 full-size	 clean	 automatic	 WDBJF70JX1X058533	https://northmiss.craigslist.org/cto/d/2003-toyota-tacoma-double-cab/6472948195.html
"2018-01-15  4:59pm
                "	10	"2008 Toyota Corolla 5 speed  grey. 
Great dependable car   Gas saver!  $4200 cash OBO
Janet  show contact info
 southaven ms
"	2008		 good	 6 cylinders	 fwd	 gas	 197000	 grey	 mid-size	 clean	 manual	 WDBJF70JX1X058533	https://northmiss.craigslist.org/cto/d/2008-toyota-corolla/6461013614.html
"2018-02-02  2:06pm
                "		2003 f250 deleted and bulletproof new water pump fan clutch tires. have paperwork of what's been done to the truck. 662-three eight 6-6801   6.0l diesel  184,000 miles.    	2003		 excellent	 8 cylinders	 4wd	 diesel	 184000	 red	 full-size	 clean	 automatic	 WDBJF70JX1X058533	https://northmiss.craigslist.org/cto/d/2003/6482262204.html
"2018-02-02  2:02pm
                "	21	"2010 Ford Raptor SVT 4x4, Super Cab 4 door, 137K Miles, Fully Loaded, Heated leather seats, sunroof, Navigation, rear sliding glass. Bed Cover, and much more, 5.4 V8 Motor, Runs and Drives excellent. Great condition inside and out. Zero issues. Very Sharp and Clean Truck! Clean Title in Hand $20,900 Call or Txt  show contact info
"	2010		 excellent	 8 cylinders	 4wd	 gas	 137	 red	 full-size	 clean	 automatic	 WDBJF70JX1X058533	https://northmiss.craigslist.org/cto/d/2010-ford-raptor-svt-4x4/6482256446.html
"2018-01-20  2:09pm
                "	19	"2006 Cadillac CTS - FULLY LOADED! CLEAN!!!
136,380 miles! Runs and Drives Great!
Serviced Regularly, Freshly Detailed!

GM V6 Gas-Saver Engine with POWER! Silky Smooth Automatic Transmission!
All New Upholstered Interior! New Leather Power Heated Seats!  New Carpet!
Cruise Control! Premium Radio/Sound System with 6 Disc CD Changer! Navigation!  On Star!
Automatic Express Power Windows; Power Locks; Power Mirrors!
GM Alloy Wheels with Nice Set of Douglass Tires!
Dual Zone Automatic Climate Control; COLD A/C and Hot Heat!
Safety Equipt; Dual Stage Driver & Passsenger Airbags!
Side Impact Airbags; Seatbelt Pretensioners; Anti-lock Brakes & Traction Control!
Power Trunk Lid, Spacious Cargo Area.
No Check Engine Light or Other Warning Lights.
Priced to Sell. 
Clean Title.

Call  show contact info
.
"	2006		 excellent	 8 cylinders	 4wd	 gas	 137	 red	 full-size	 clean	 automatic	 WDBJF70JX1X058533	https://northmiss.craigslist.org/cto/d/2006-cadillac-cts-fully/6466785224.html
"2018-01-06  3:16pm
                "	18	"2006 Nissan Altima - 4 Door; Fully Loaded; Extra Clean!
138,726 Highway Miles; Lightly Driven; Garage Kept!
Runs and Drives Great!

2.5L 4 Cylinder Gas Saver Engine with Power! - Serviced Regularly; Automatic Transmission!
Excellent on Gas; 33 MPG Highway
Near New Tires; Recent Maintenance/Tune Up; New Spark Plugs
Cloth Interior; Power Seats; Power Windows/Power Locks/Power Mirrors
Premium Sound CD Changer AM/FM; Cruise Control; Climate Control; Heat and COLD Air
No Check Engine Light or Other Warning Indicators
Spacious Cargo Area with Deluxe Organizer
Just Detailed
Priced to Sell
Clean Title

Call  show contact info
"	2006		 excellent	 8 cylinders	 4wd	 gas	 137	 red	 full-size	 clean	 automatic	 WDBJF70JX1X058533	https://northmiss.craigslist.org/cto/d/2006-nissan-altima-4-door/6450362859.html
"2018-02-02  1:53pm
                "	3	"2006 Pontiac G6.  4 Cylinder AUTOMATIC. Runs and drives great.  Car is ready to go anywhere.  $2650 cash or make offer. 
CALL HEATHER  show contact info
"	2006		 good	 8 cylinders	 4wd	 gas	 137	 white	 full-size	 clean	 automatic	 WDBJF70JX1X058533	https://northmiss.craigslist.org/cto/d/06-pontiac-g6/6482242211.html
"2018-01-27  5:01pm
                "	4	"Here for sale is a 1975 IHC Terra pickup.  It needs a good restoration but would probably run with little work.  It was running when I parked it.  I have some extra doors and a long top to go with it.  345 V8, 4x4, auto trans.

I would be willing to trade for something interesting?

These things are going for big bucks restored.  Own a unique 4x4 pickup with a removable hardtop.   $3500.00 obo    "	1975		 fair	 8 cylinders	 4wd	 gas	 137	 white	 full-size	 clean	 automatic	 WDBJF70JX1X058533	https://northmiss.craigslist.org/cto/d/1975-international-scout/6475297607.html
			1975		 fair	 8 cylinders	 4wd	 gas	 137	 white	 full-size	 clean	 automatic	 WDBJF70JX1X058533	https://northmiss.craigslist.org/cto/d/properly-maintained-car-with/6482141110.html
"2018-02-02  1:43pm
                "	4	"I have a nice 98' Jeep Wrangler with a 5 speed. 155,000 miles. Runs and drives great. The jeep did not come factory with air conditioner but has the place for it. Cheap to install. Nice interior, no rips in seat. Clean title! Could drive anywhere. I'm in Tupelo. $8400 obo.  show contact info
"	1998		 fair	 8 cylinders	 4wd	 gas	 137	 white	 full-size	 clean	 manual	 WDBJF70JX1X058533	https://northmiss.craigslist.org/cto/d/super-clean-1998-jeep/6482227701.html
"2018-02-02  1:43pm
                "	19	"2002 *Dodge Ram 1500* SLT  

Available at: Moore Brothers Autos LLC ☎ Phone: (662) 373-2170 ext: 0002 ☎

 Year: *2002*
Make: *Dodge*
Model: *Ram 1500*
Series *SLT*
Exterior Color: 
Interior Color: Dark Slate Gray
Odometer: 165290
Stock #: 
VIN: 3D7HU18Z62G131163

**Dodge Ram 1500**, 2002 DODGE RAM 1500 SLT, 4DR QUAD CAB SLT 4WD LB, 5.9L, 8 CYLINDER, FUEL INJECTED, AUTOMATIC 4WD, LIGHT ALMOND PEARL METALLIC/BRIGHT SILVER METALLIC, POWER STEERING, POWER BRAKES, POWER DOOR LOCKS, POWER WINDOWS, POWER DRIVERS SEAT, POWER PASSENGER SEAT, 165,290 miles, Stock #: 20317, VIN: 3D7HU18Z62G131163,, 2002 Dodge Ram 1500 SLT, **Ram 1500 SLT**
Equipment / Features on this *Dodge Ram 1500* 


 

 For more information on this 2002 *Dodge Ram 1500* SLT:  


☎ Phone:   (662) 373-2170 ext: 0002
WEB:         http://classifieds.usedcar.zone/r?P=9316292&U=1


This *Dodge Ram 1500* is offered by:
Moore Brothers Autos LLC
477 Highway 6 W
Oxford, MS 38655
Phone: ☎ (662) 373-2170 ext: 0002 

DISCLAIMER: While every reasonable effort is made to ensure the accuracy of the information for this 2002 Dodge Ram 1500 SLT, we are not responsible for any errors or omissions contained on these pages. Please verify any information in question with Moore Brothers Autos LLC at (662) 373-2170.
2002 Dodge Ram 1500 SLT || 9316292 || 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 || Dodge || Ram 1500 || SLT || Dodge Ram 1500 || Used Cars || Oxford || Used Lot || Bad Credit || No Credit || Dodge Ram 1500 SLT || Ram 1500 || Ram 1500 SLT  Ram 1500 Hard to Find   +1 (662) 373-2170    "	2002		 excellent	 8 cylinders	 4wd	 gas	 165290	 white	 full-size	 clean	 automatic	 3D7HU18Z62G131163	https://northmiss.craigslist.org/ctd/d/2002-dodge-ram-1500-truck-slt/6482228061.html
"2018-01-29 10:22am
                "	10	2008 Toyota Tacoma Sport 4wd , V6 automatic has 142000 miles, runs and drives perfect, hood scoop, running boards,  has 2 inch lift, fuel rims, HID head lights, no issues no problems.  Everything works the way it should, has the tow package and the power converter in bed of truck, also has a bed cover. Way below book and bank loan value. Call 662 871 0sixsevenfive    	2008		 like new	 6 cylinders	 4wd	 gas	 142000	 white	 full-size	 clean	 automatic	 3D7HU18Z62G131163	https://northmiss.craigslist.org/cto/d/2008-toyota-tacoma-trd-sport/6477011358.html
"2018-01-24  1:23pm
                "	14	For sale 2005 Land Rover lr3 v8 automatic 4wd with terrain settings, air suspension 3 moon roofs 3rd row all leather all seats are heated, Harmon kardon sound, aux tow package Land Rover luggage rack with baskets, ladder etc, tons of options it's fully loaded. Serviced by Land Rover any part replaced was done with oem Land Rover parts, and that includes oil filters, it has air suspension with adjustable height also 2 owner maintained meticulously. No problems no issues, easy to maintain, just like any other vehicle. No trades no offers 10900 buys it. 662 87one zero 675    	2005		 like new	 8 cylinders	 4wd	 gas	 120000	 white	 full-size	 clean	 automatic	 3D7HU18Z62G131163	https://northmiss.craigslist.org/cto/d/2005-land-rover-lr3/6471416761.html
"2018-01-25 11:20am
                "	12	03 Toyota Tacoma TRD 4wd, v6 manual 164000 miles. Runs and drives perfect, tow package, new tires, clean inside and out. No wear on seats, timing belt changed by dealer all service work done. Nice truck 10900 gets it. 662 68seven one916    	2003		 excellent	 6 cylinders	 4wd	 gas	 164000	 white	 full-size	 clean	 manual	 3D7HU18Z62G131163	https://northmiss.craigslist.org/cto/d/2003-toyota-tacoma-trd-4x4/6472441959.html
"2018-01-29 10:35am
                "	12	For sale 1 owner 2007 Tacoma crew cab 4wd v6 auto with 139000 miles. Owned and bought new in oxford ms. Runs and drives perfect no issues. New all terrain tires, tow packages power windows locks and mirrors. Xm ready. Clean clear title and history. Call 66two 871 06seven five    	2007		 like new	 6 cylinders	 4wd	 gas	 139000	 black	 full-size	 clean	 automatic	 3D7HU18Z62G131163	https://northmiss.craigslist.org/cto/d/2007-toyota-tacoma-4x4/6477032533.html
"2018-01-29 10:25am
                "	21	2005 Acura MDX touring, push button 4wd, loaded leather  heated seats, bose, cd, aux, 3rd row, rear air, moon roof wood grain, almost new Michelin tires, brand new shocks and struts, runs and drives perfect no mechanical issues what so ever no warning lights on. The price is 6900 and it's not negotiable. Great dependable family vehicle, and get great fuel mileage.  call 662 eight seven one 0675    	2005		 excellent	 6 cylinders	 4wd	 gas	 139000	 black	 full-size	 clean	 automatic	 3D7HU18Z62G131163	https://northmiss.craigslist.org/cto/d/2005-acura-mdx-touring-edition/6477016810.html
"2018-01-29 11:12am
                "	9	"2004 Toyota Tacoma crew trd 4wd
V6 automatic
Rear diff lock
Power windows, locks and mirrors
2 owner
New firestone tires
No service lights on , no problems 
Tow package 
Very clean and nice interior
Brand new brake rotors and pads
Call 662 8 seven one 06seven5    "	2004		 excellent	 6 cylinders	 4wd	 gas	 139000	 black	 full-size	 clean	 automatic	 3D7HU18Z62G131163	https://northmiss.craigslist.org/cto/d/2004-toyota-tacoma-trd-4x4/6477091828.html
"2018-02-02  1:34pm
                "		"1995 Mitsubishi pickup. Needs starter & fuel lines cleaned. Call  show contact info
 between 8am 8pm only.    "	1995		 good	 4 cylinders	 rwd	 gas	 139000	 blue	 compact	 clean	 automatic	 3D7HU18Z62G131163	https://northmiss.craigslist.org/cto/d/mitsubishi-pickup/6482213723.html
"2018-02-02  1:35pm
                "	11	2007 Toyota Tacoma trd 4x4 v6 automatic, 153000 miles 2 owner Mississippi truck, tow package power everything, power converter in bed, god year all terrains almost new, no mechanical problems everything works. Call 662 687 19onesix    	2007		 good	 6 cylinders	 4wd	 gas	 153000	 blue	 compact	 clean	 automatic	 3D7HU18Z62G131163	https://northmiss.craigslist.org/cto/d/2007-toyota-tacoma-4wd-trd/6482214760.html
"2018-01-23 10:51am
                "	11	"Very nice truck. I'm the second owner and it was bought new and serviced in Tupelo, I also have all service records. Loaded out except for navigation and sunroof. Leather seats, backup camera, TRD 4x4 off road package, power rear windshield that goes all the way down, dual driver and passenger climate control a/c and heater, Bluetooth radio, hands free phone system, 5.7L engine, spray in bed liner, towing package and 71,000 original miles.  show contact info
"	2012		 excellent	 8 cylinders	 4wd	 gas	 71000	 white	 full-size	 clean	 automatic	 3D7HU18Z62G131163	https://northmiss.craigslist.org/cto/d/2012-toyota-tundra-sr5-crew/6469947017.html
"2018-02-02 11:49am
                "	9	"2003 Chevrolet Silverado
125k miles
Brand new tires
V6 engine
Back up camera
Tinted windows
Automatic transmission
Navigation option (needs sd map card)
Touch screen factory radio
Bluetooth
Power windows and locks.
Cloth interior
Weather tech floor mats throughout
Flip up/hide away 3rd row seats.

Great condition. Lady driven
Just selling to get a tahoe

Call or text  show contact info
"	2003		 good	 8 cylinders	 4wd	 gas	 71000	 white	 full-size	 clean	 automatic	 3D7HU18Z62G131163	https://northmiss.craigslist.org/cto/d/back-up-cameraoo3-chevrolet/6482052900.html
"2018-02-02  1:31pm
                "	14	1999 F450 Super Duty Two wheel drive 4 doors 146700 miles had a new motor put in by ford dealership at 120527 miles at Columbus ms this was a new drop in motor 12,500 dollars have all paper work auto with o/d Truck is real clean no rips aluminum wheels 6 new tires less than 300 miles has a western hauler bed super nice Truck road ready only pulled a horse trailer has air bags on rear with on board air compressor cold ac hot heating Do not need help selling cash only    	1999		 excellent	 8 cylinders	 rwd	 diesel	 146700	 white	 full-size	 clean	 automatic	 1fdxw46f9xee02351	https://northmiss.craigslist.org/cto/d/1999-f450-super-duty/6482209870.html
"2018-02-02  1:26pm
                "	4	"Car currently commutes daily Starkville to Columbus at about 24MPG. 

This car needs a new home as we are looking to upgrade. It has flaws but has been putting on 50 miles a day during the week getting me to work and home. AC needs charging before summer, check engine light is on for a throttle position sensor, and power steering has a leak. Car still starts every day and hasnt given me any problems driving back and forth. Some options (that all work) include power windows, heated seats, sunroof, CD/Tape/AM/FM.

Asking $950 OBO. CASH IN FULL, IN HAND, IN PERSON. Crypto-currency accepted at agreed USD rate. Scammers and Spammers please don't waste my time, I know all the cons so please do not try. 

Text or email for any more questions or to come see the car.    "	1999		 good	 4 cylinders	 fwd	 gas	 239000	 grey	 compact	 clean	 automatic	 1fdxw46f9xee02351	https://northmiss.craigslist.org/cto/d/needs-some-work-but-still/6482201036.html
"2018-02-02  1:15pm
                "	5	For sale: 1984 Chevy 4x4. 383 Stroker. Lifted. Must see to appreciate.    	1984		 good	 8 cylinders	 4wd	 gas	 239000	 red	 compact	 rebuilt	 manual	 1fdxw46f9xee02351	https://northmiss.craigslist.org/cto/d/1984-chevy-4x4/6482184984.html
"2018-01-22 11:44am
                "	9	"02 Toyota Highlander 4cly electric windows locks tilt cruise am-fm-cd new Michelin tires clean 155k miles $4900.  show contact info
"	2002		 excellent	 4 cylinders	 fwd	 gas	 155000	 silver	 mid-size	 clean	 automatic	 1fdxw46f9xee02351	https://northmiss.craigslist.org/cto/d/02-toyota-highlander/6468766027.html
"2018-02-02  1:04pm
                "	5	"For sale, 95 Escort Wagon. Runs and drives. Comes with 2 parts cars (95 hatchback and 97 sedan) to be hauled as well. Close to 200k miles but still serviceable. My wife is no longer able to drive and we need to sell for financial reasons. AC does not work after deer incident (probably ac radiator) but heat works. Sold as-is but you can drive it home. Glass is good, tires are fair. Transmission shifts great. Freshly flushed and filled cooling system. It has one odd rim but this isn't a show car anyway. Interior fair condition as well.
Parts cars have a lot of usable parts still.  

Reply through CL or call 66two-8six2-46seven2 (calls only) or call/text 6six2-2one3-1eight68.    "	1995		 excellent	 4 cylinders	 fwd	 gas	 155000	 silver	 mid-size	 clean	 automatic	 1fdxw46f9xee02351	https://northmiss.craigslist.org/cto/d/1995-ford-escort-wagon/6482168527.html
"2018-01-31 11:14am
                "	3	"2005 Nissan sentra automatic NEED ENGINE ask price $650 o.b.o call 901-292-673seven
"	2005		 good	 4 cylinders	 fwd	 gas	 155000	 silver	 mid-size	 clean	 automatic	 1fdxw46f9xee02351	https://northmiss.craigslist.org/cto/d/for-sale-2005-nissan-sentra/6479571025.html
"2018-01-11 10:13am
                "	6	"1994 Buick  Century power steering power brakes manual windows Automatic transimisson 4 doors good tires   show contact info
"	1994		 excellent	 4 cylinders	 rwd	 gas	 132000	 white	 mid-size	 clean	 automatic	 1fdxw46f9xee02351	https://northmiss.craigslist.org/cto/d/buick/6455811346.html
"2018-01-11 10:13am
                "	6	"1994 Buick  Century power steering power brakes manual windows Automatic transimisson 4 doors good tires   show contact info
"	1994		 excellent	 4 cylinders	 rwd	 gas	 132000	 white	 mid-size	 clean	 automatic	 1fdxw46f9xee02351	https://northmiss.craigslist.org/cto/d/buick/6455811346.html
"2018-02-02 12:53pm
                "	8	"2013 Honda Odyssey EX w/Leather 
104,xxx miles 
Sunroof
Leather 
Bluetooth,XM, Backup camera 
Power windows and seats (heated seats)
Power sliding doors and rear hatch
Honda OEM spill proof all-weather floor mats 
(original carpet mats also included)
Original bumper-to-bumper Honda warranty extended to 120k miles 

$15,000 OBO

Reply with phone number and I will call you back.
"	2013		 excellent	 6 cylinders	 fwd	 gas	 132000	 white	 full-size	 clean	 automatic	 1fdxw46f9xee02351	https://northmiss.craigslist.org/cto/d/2013-honda-odyssey-ex-leather/6482152374.html
"2018-02-02 12:52pm
                "	11	For sale my 05 Toyota Tacoma 4cylinder 5 speed manual 4wd. Has 139000 miles, good tires, runs and drives great. Gets fantastic gas mileage. Clean clear Mississippi only truck. Call 662 871 06 seven 5    	2005		 good	 4 cylinders	 4wd	 gas	 139000	 white	 full-size	 clean	 manual	 1fdxw46f9xee02351	https://northmiss.craigslist.org/cto/d/2005-toyota-tacoma-trd-4x4/6482150936.html
			2005		 good	 4 cylinders	 4wd	 gas	 139000	 white	 full-size	 clean	 manual	 1fdxw46f9xee02351	https://northmiss.craigslist.org/cto/d/test-drive-this-03-camry/6482014921.html
"2018-02-02 12:51pm
                "	6	"1997 Chevrolet Silverado Z71. Great condition. Everything works. 285/75/16 Nitto Terra Grapplers with less than 10,000 miles. Spray in bedliner.  Great interior. 214000 miles. $6000. Call or text  show contact info
.    "	1997		 good	 4 cylinders	 4wd	 gas	 214000	 white	 full-size	 clean	 automatic	 1fdxw46f9xee02351	https://northmiss.craigslist.org/cto/d/1997-chevrolet-silverado-z71/6482149545.html
"2018-01-31 11:43am
                "	2	2005 Chevy  aveo   need front grille  and radiator  ask price $750  O.B.O call 901 two9 two-673seven    	2005		 good	 4 cylinders	 4wd	 gas	 214000	 white	 full-size	 clean	 automatic	 1fdxw46f9xee02351	https://northmiss.craigslist.org/cto/d/for-sale-2005-chevy-aveo/6479615746.html
"2018-02-02 12:35pm
                "	9	2003 Toyota 4Runner SR5 4 wheel drive. Has the 4.0 V6 engine. Automatic transmission. 267,000 miles. Runs and drives good. Could use an oxygen sensor. Doesn't affect driving but engine light comes on for it every once in a while. Has small tear on driver's seat. Other than that it runs and drives good. Has small cracks in dash like most 4Runners that age. New tires on it. Cloth seats, sunroof, towing package. Asking $4000 or may consider trading for a Chevy Equinox. Located in Kosciusko.    	2003		 good	 6 cylinders	 4wd	 gas	 214000	 blue	 full-size	 clean	 automatic	 1fdxw46f9xee02351	https://northmiss.craigslist.org/cto/d/2003-toyota-4runner-sr5-4wd/6482123826.html
"2018-02-02 12:30pm
                "	5	Low (28150) miles. New Tires.  Gem of a car. All options ready to go. You want a race car? Here it is below Book! Bought this car in Atlanta hit in the rear. No major damage!. Have before pics & invoices for work & parts. You be the judge...save some money on a like new car! Serious buyers only    	2014		 like new	 8 cylinders	 rwd	 gas	 28150	 red	 mid-size	 clean	 other	 2G1FK1EJ2E9170922	https://northmiss.craigslist.org/cto/d/2014-2ss-camaro-wont-last/6482116277.html
"2018-02-02 12:29pm
                "	4	1979 Ford Ranger 150, One Owner, Am Fm Radio, Automatic, Almost new front tires, Truck needs some work but it was running when we parked it here. Asking 1,700 or best offer, Call or Text 66two-nine83-8two6three    	1979		 fair	 8 cylinders	 rwd	 gas	 28150	 brown	 full-size	 clean	 automatic	 2G1FK1EJ2E9170922	https://northmiss.craigslist.org/cto/d/1979-ford-ranger-150/6482114729.html
			1979		 fair	 8 cylinders	 rwd	 gas	 28150	 brown	 full-size	 clean	 automatic	 2G1FK1EJ2E9170922	https://northmiss.craigslist.org/cto/d/2009-murano-90xxx-of-mileage/6481941165.html
"2018-01-04 10:19am
                "	9	"2015 Toyota Corolla LE 106,000 miles everyday driver title at bank Bluetooth backup camera
Can only see m-f 8-5 by appointment .
Call or text 662- Five Five one -6640 cash only no PayPal Do not need help    "	2015		 good	 4 cylinders	 fwd	 gas	 105000	 red	 compact	 lien	 automatic	 2T1BURHE5FC410101	https://northmiss.craigslist.org/cto/d/2015-toyota-corolla-le/6447602517.html
"2018-02-02 12:16pm
                "	6	2007 Chevy Silverado for sale.. brand new tires..  new windshield. No issues.. very good vehicle. Too box. Runs great.    	2007		 excellent	 8 cylinders	 fwd	 gas	 105000	 blue	 full-size	 clean	 automatic	 2T1BURHE5FC410101	https://northmiss.craigslist.org/cto/d/chevrolet-silverado-2007-ls/6482096073.html
"2018-01-11 10:14am
                "	6	"1994 Buick  Century power steering power brakes manual windows Automatic transimisson 4 doors good tires   show contact info
"	1994		 excellent	 4 cylinders	 rwd	 gas	 132000	 white	 mid-size	 clean	 automatic	 2T1BURHE5FC410101	https://northmiss.craigslist.org/cto/d/buick/6455812641.html
"2018-02-02 12:07pm
                "	3	1959 Ford Fairlane Two Door Hard Top V8 Auto RUNS $3000 obo CALL 662363602nine    NO TEXT    NO TEXT    DO NOT TEXT    	1959		 excellent	 4 cylinders	 rwd	 gas	 132000	 white	 mid-size	 clean	 automatic	 2T1BURHE5FC410101	https://northmiss.craigslist.org/cto/d/1959-ford-fairlane/6482081666.html
