Posting time 	Number of images	Description under the image	Year	Make and Model 	Condition 	Cylinders 	Drive 	Fuel 	Odometer 	Paint color	Size	Title Status 	Transmission	VIN
"2018-02-03  9:09am
                "	7	This is a clean locally owned well kept van. It is equipped with leather, sunroof and the best babysitter a built in dvd system. Call for more details @ 662-456-3756    	2009		 good	 6 cylinders	 fwd	 gas		 white		 clean	 automatic	 5fnrl38709b408630
"2018-02-03  9:06am
                "	17	"2015 Ford F-250 Super Duty XL
Kirk Brothers Truck Center844-696-1540
Price: Please call for price!Stock #: P5835
Use the link below to view more information!http://www.carprices.com/AF2/vdp/45387184.html


Type: Used
Trim: XL
Bodystyle: Pickup
Transmission: automatic
Drive: 4WD
Engine: 6.7L
Fuel Type: Diesel
Exterior Color: White
Interior Color: Steel Gray
Seats: 6


Features 
ABS Brakes (4-Wheel)Adjustable Rear HeadrestsAir Conditioning - FrontAir Conditioning - Front - Single ZoneAirbags - Front - DualAirbags - Front - SideAirbags - Front - Side CurtainAirbags - Rear - Side CurtainAirbags - Side-curtain Rollover SensorArmrests - Front CenterAudio - Antenna: MastBody Side Reinforcements Side Impact Door BeamsBraking AssistBraking assist hill start assistCargo Bed LightChild Safety LocksChild Seat Anchors LATCH SystemClockDriver Seat Adjustable Lumbar Support: ManualDriver Seat Manual Adjustments: 6Drivetrain 4WD Type: Part TimeDrivetrain Transfer Case: Manual Hi-Lo Gear SelectionElectronic Brakeforce DistributionExterior Mirrors ManualExterior Mirrors Manual FoldingExterior Mirrors Manual TelescopingExterior Mirrors Towing MirrorsFront 12V Power Outlet (2)Front Headrests IntegratedFront Seatbelts: 3-PointFront Suspension Classification: Solid Live AxleFront Suspension Type: Multi-LinkFuel Economy Display MPGFuel Economy Display RangeHeadlights HalogenImpact Sensor Post-Collision Safety SystemInside Rearview Mirror Manual Day/NightMulti-Function DisplayNumber Of Front Headrests 2Number Of Rear Headrests 3Passenger Seat Manual Adjustments: 4Pickup Bed Type FleetsidePower BrakesPower SteeringProgrammable Safety Key MyKeyReading Lights FrontReading Lights RearRear Seats 60-40 Split BenchRear Seats Center Armrest: Folding With StorageRear Seats Split FoldingRoll Stability ControlSeatbelts Seatbelt Pretensioners: FrontSeatbelts Seatbelt Warning Sensor: Driver And PassengerSeatbelts Second Row 3-PointSeats Front Seat Type: 40-20-40 Split BenchSecurity Engine ImmobilizerStability ControlSteering Wheel Tilt And TelescopicSuspension Stabilizer Bar(s): FrontTachometerTail And Brake Lights Rear Center BrakelightTailgate RemovableTowing And Hauling Tow Hooks: FrontTowing And Hauling Trailer HitchTowing And Hauling Trailer Wiring: 7-PinTraction ControlTraction Control With Trailer Stability AssistTrip ComputerVanity Mirrors PassengerWarnings And Reminders Low Fuel LevelWarnings And Reminders Low Oil LevelWindows Front Wipers: Intermittent
F250 Super Duty    "	2015					 diesel				 clean	 automatic	 1FT7W2BT3FEC37643
"2018-01-29 12:43pm
                "	8	"2000 Silverado 4x4 z71 with 5.3 vortec. Truck has 223,000 miles runs and drives great. Has new mastercraft mxt tires, sportsman seat covers, aftermarket radio, moto metal wheels,bed liner, tow package. I drive this truck daily to work and would take it anywhere. Call or text  show contact info
 title in hand    "	2000		 good	 8 cylinders	 4wd	 gas				 clean	 automatic	
"2018-02-03  8:58am
                "	5	"01 dodge ram 2500 ext cab short wheel based with 120773 miles leather interior.  Kbb value $4843 - $7824.   Needs small leather repair on driver and passenger seat.   Needs locking gas cap to fix emissions leak.

 Asking $4500 cash only
"	2001		 good	 8 cylinders	 rwd	 gas	 120773	 white		 clean	 automatic	
"2018-02-03  9:02am
                "	20	"2013 Ford F-250 Super Duty Lariat
Kirk Brothers Truck Center844-696-1540
Price: Please call for price!Stock #: P5737
Use the link below to view more information!http://www.carprices.com/AF2/vdp/45387183.html


Type: Used
Trim: Lariat
Bodystyle: Pickup
Transmission: automatic
Drive: 4WD
Engine: 6.7L
Fuel Type: Diesel
Exterior Color: Black
Interior Color: Black
Seats: 6


Features 
2-stage UnlockingABS Brakes (4-Wheel)Adjustable Pedals PowerAdjustable Rear HeadrestsAir Conditioning - Front - Automatic Climate ControlAir Conditioning - Front - Dual ZonesAirbags - Front - DualAirbags - Front - SideAirbags - Front - Side CurtainAirbags - Rear - Side CurtainAirbags - Side-curtain Rollover SensorAudio - Antenna: MastAudio Auxiliary Input: JackAudio Auxiliary Input: Memory Card SlotAudio Auxiliary Input: USBBody Side Reinforcements Side Impact Door BeamsBraking assist hill start assistCargo Bed LightCenter Console Front Console With Armrest And StorageChild Safety LocksChild Seat Anchors LATCH SystemCompassCruise ControlDriver Seat Adjustable Lumbar Support: PowerDriver Seat Power Adjustments: 10Driver Seat Power Adjustments: ReclineDrivetrain 4WD Type: Part TimeDrivetrain Transfer Case: Electronic Hi-Lo Gear SelectionElectronic Brakeforce DistributionElectronic Messaging Assistance With Read FunctionExterior Mirrors HeatedExterior Mirrors Integrated Turn SignalsExterior Mirrors PowerExterior Mirrors Power FoldingExterior Mirrors Power TelescopingExterior Mirrors Spotter MirrorExterior Mirrors Towing MirrorsExternal Temperature DisplayFloor Mat Material CarpetFloor Material CarpetFront 12V and 115V Power OutletFront Fog LightsFront Headrests AdjustableFront Seatbelts: 3-PointFront Suspension Classification: Solid Live AxleFront Suspension Type: Multi-LinkFuel Economy Display MPGFuel Economy Display RangeHeadlights Auto Delay OffHeadlights Dusk SensingImpact Sensor Post-Collision Safety SystemInside Rearview Mirror Auto-DimmingKeyless Entry KeypadMulti-Function DisplayMulti-Functional Information CenterNumber Of Front Headrests 2Number Of Rear Headrests 3One-Touch Windows: 2Parking Sensors RearPassenger Seat Adjustable Lumbar Support: PowerPassenger Seat Power Adjustments: 10Passenger Seat Power Adjustments: ReclinePickup Bed Type FleetsidePickup Truck Sliding Rear Window Power HorizontalPower Door LocksPower SteeringPower WindowsProgrammable Safety Key MyKeyReading Lights FrontReading Lights RearRear 115V Power OutletRear 12V Power OutletRear Bumper Color ChromeRear Seats 60-40 Split BenchRear Seats Center Armrest: Folding With StorageRear Seats Split FoldingRoll Stability ControlSeatbelts Seatbelt Pretensioners: FrontSeatbelts Second Row 3-PointSeats Front Seat Type: Captains ChairsSeats Leather UpholsterySecurity Engine ImmobilizerSecurity Remote Anti-Theft Alarm SystemStability ControlSteering Wheel Mounted Controls AudioSteering Wheel Mounted Controls Cruise ControlsSteering Wheel Mounted Controls Multi-Function Screen ControlsSteering Wheel Mounted Controls PhoneSteering Wheel Mounted Controls Voice Recognition ControlsSteering Wheel Tilt And TelescopicSuspension Stabilizer Bar(s): FrontTachometerTailgate RemovableTowing And Hauling Tow Hooks: FrontTowing And Hauling Trailer Brake ControllerTowing And Hauling Trailer HitchTowing And Hauling Trailer Wiring: 7-PinTraction Control With Trailer Stability AssistTrip ComputerVanity Mirrors Dual IlluminatingWarnings And Reminders Low Fuel LevelWarnings And Reminders Low Oil LevelWindows Front Wipers: IntermittentWindows Privacy GlassWindows Rear Defogger
TRIM LEVEL: LARIAT. 4X4. LEATHER SEATS, NAVIGATION SYSTEM, SUNROOF, SIRIUSXM SATELLITE RADIO EQUIPPED, VOICE ACTIVATED SYNC, BACKUP CAMERA,  KEYLESS ENTRY, HEATED AND COOLED FRONT SEATS, CRUISE CONTROL, CD PLAYER, BEDLINER, TOW PACKAGE, RUNNING BOARDS, POWER SEATS, POWER WINDOWS AND DOOR LOCKS.F250 Super Duty    "	2013					 diesel				 clean	 automatic	 1FT7W2BT6DEA67288
"2018-01-21  1:33pm
                "	7	Police Impala, flex fuel, V6, 131,000 Miles, runs great, new A/C system, 3.9l, clear original title, contact me with any questions    	2008					 gas				 clean	 automatic	
"2018-02-03  8:58am
                "	14	"2016 Chevrolet Silverado 3500HD High Country
Kirk Brothers Truck Center844-696-1540
Price: Please call for price!Stock #: P5926
Use the link below to view more information!http://www.carprices.com/AF2/vdp/45387188.html


Type: Used
Trim: High Country
Bodystyle: Pickup
Transmission: manual
Drive: 4WD
Engine: 6.6L
Fuel Type: Diesel
Exterior Color: Black
Interior Color: Saddle
Seats: N/A


Features 
2-stage UnlockingABS Brakes (4-Wheel)Adjustable Rear HeadrestsAir Conditioning - Air FiltrationAir Conditioning - Front - Automatic Climate ControlAir Conditioning - Front - Dual ZonesAirbags - Front - DualAirbags - Front - SideAirbags - Front - Side CurtainAirbags - Passenger - Occupant Sensing DeactivationAirbags - Rear - Side CurtainAirbags - Side-curtain Rollover SensorAudio - Antenna: DiversityAudio - Antenna: MastAudio Auxiliary Input: IPod/IPhone IntegrationAudio Auxiliary Input: JackAudio Auxiliary Input: Memory Card SlotAudio Auxiliary Input: USBAuxilliary Transmission Fluid CoolerBed Liner Spray-OnBody Side Moldings ChromeBraking AssistBraking assist hill start assistCargo Bed LightCenter Console Front Console With Armrest And StorageChild Safety LocksChild Seat Anchors LATCH SystemClockCompassCruise ControlDaytime Running LightsDigital OdometerDriver Information SystemDriver Seat Adjustable Lumbar Support: PowerDriver Seat HeatedDriver Seat Power Adjustments: 12Driver Seat Power Adjustments: ReclineDriver Seat VentilatedDrivetrain 4WD Type: Part TimeDrivetrain Locking Differential: RearDrivetrain Oil Cooler: AuxiliaryDrivetrain Transfer Case: Electronic Hi-Lo Gear SelectionElectronic Brakeforce DistributionElectronic Messaging Assistance With Read FunctionExterior Mirrors HeatedExterior Mirrors Integrated Turn SignalsExterior Mirrors Manual TelescopingExterior Mirrors PowerExterior Mirrors Power FoldingExterior Mirrors Spotter MirrorExterior Mirrors Towing MirrorsFloor Mat Material CarpetFloor Material CarpetFront 115V Power OutletFront 12V Power Outlet (2)Front Fog LightsFront Headrests AdjustableFront Seatbelts: 3-PointFront Suspension Classification: IndependentFuel Economy Display MPGFuel Economy Display RangeHeadlights Auto Delay OffHeadlights Auto On/OffHeadlights HalogenInside Rearview Mirror Auto-DimmingMemorized Settings Includes Driver SeatMemorized Settings Includes Exterior MirrorsMemorized Settings Number Of Drivers: 2Mirror Color ChromeNavigation System Touch Screen DisplayNavigation System With Voice RecognitionNumber Of Front Headrests 2Number Of Rear Headrests 2One-Touch Windows: 4Parking Sensors FrontParking Sensors RearPassenger Seat Adjustable Lumbar Support: PowerPassenger Seat HeatedPassenger Seat Power Adjustments: 12Passenger Seat Power Adjustments: ReclinePassenger Seat VentilatedPickup Bed Type WidesidePickup Truck Sliding Rear Window PowerPower BrakesPower Door LocksPower SteeringPower WindowsReading Lights FrontRear Bumper Color Body-ColorRear Seats 60-40 Split BenchRear Seats Folds UpRear Step BumperRemote Engine StartRoll Stability ControlRunning Boards ChromeRunning Boards StepSeatbelts Emergency Locking Retractors: FrontSeatbelts Seatbelt Pretensioners: FrontSeatbelts Seatbelt Warning Sensor: Driver And PassengerSeatbelts Second Row 3-PointSeats Front Seat Type: BucketSeats Leather-Trimmed UpholsterySeats Perforated UpholsterySecurity Engine ImmobilizerSecurity Remote Anti-Theft Alarm SystemStability ControlSteering Wheel Mounted Controls AudioSteering Wheel Mounted Controls Cruise ControlsSteering Wheel Tilt And TelescopicTachometerTail And Brake Lights LEDTailgate EZ-LiftTailgate Power LockingTailgate Protection CapTailgate RemovableTowing And Hauling Cargo Tie DownsTowing And Hauling Intergrated Trailer Brake ControllerTowing And Hauling Tow Hooks: FrontTowing And Hauling Trailer HitchTowing And Hauling Trailer Wiring: 4-PinTowing And Hauling Trailer Wiring: 7-PinTraction ControlTraction Control With Trailer Stability AssistTransmission Tow/Haul ModeTrip ComputerTrip OdometerVanity Mirrors Dual IlluminatingWarnings And Reminders Low BatteryWarnings And Reminders Low Fuel LevelWarnings And Reminders Maintenance ReminderWindows Front Wipers: Variable IntermittentWindows Lockout ButtonWindows Rear DefoggerWindows Tinted
 Chevy    "	2016					 diesel				 clean	 manual	 1GC4K1E86GF167048
"2018-02-03  8:55am
                "		"2016 Ram 3500 4WD MEGA CAB 160.5  LONGH
Kirk Brothers Truck Center844-696-1540
Price: Please call for price!Stock #: P5925
Use the link below to view more information!http://www.carprices.com/AF2/vdp/45387187.html


Type: Used
Trim: 4WD MEGA CAB 160.5  LONGH
Bodystyle: Pickup
Transmission: automatic
Drive: 4WD
Engine: 6.7L
Fuel Type: Diesel
Exterior Color: Green
Interior Color: Black
Seats: 6


Features 
ABS Brakes (4-Wheel)Adjustable Pedals PowerAdjustable Rear HeadrestsAir Conditioning - Front - Automatic Climate ControlAir Conditioning - Front - Dual ZonesAirbags - Front - DualAirbags - Front - SideAirbags - Front - Side CurtainAirbags - Passenger - Occupant Sensing DeactivationAirbags - Rear - Side CurtainAmbient LightingAudio - Antenna: DiversityAudio - Antenna: MastAudio Auxiliary Input: IPod/IPhone IntegrationAudio Auxiliary Input: JackAudio Auxiliary Input: Memory Card SlotAudio Auxiliary Input: USBAuxilliary Transmission Fluid CoolerBed Liner Spray-OnBody Side Reinforcements Side Impact Door BeamsBraking AssistBraking assist hill start assistCargo Bed LightCenter Console Front Console With Armrest And StorageChild Safety LocksChild Seat Anchors LATCH SystemClockCompassCruise ControlCrumple Zones FrontDigital OdometerDriver Seat Adjustable Lumbar Support: PowerDriver Seat HeatedDriver Seat Power Adjustments: 10Driver Seat Power Adjustments: ReclineDriver Seat VentilatedDrivetrain 4WD Type: Part TimeDrivetrain Limited Slip Differential: RearDrivetrain Transfer Case: Electronic Hi-Lo Gear SelectionElectronic Brakeforce DistributionElectronic Messaging Assistance With Read FunctionElectronic Messaging Assistance With Voice RecognitionExterior Entry Lights Puddle LampsExterior Mirrors HeatedExterior Mirrors Integrated Turn SignalsExterior Mirrors Manual TelescopingExterior Mirrors PowerExterior Mirrors Power FoldingExterior Mirrors Towing MirrorsExternal Temperature DisplayFloor Mat Material CarpetFloor Material CarpetFront Fog LightsFront Headrests AdjustableFront Seatbelts: 3-PointFront Suspension Classification: Solid Live AxleFront Suspension Type: Multi-LinkFuel Economy Display MPGFuel Economy Display RangeHeadlights Auto Delay OffHeadlights Auto OnHeadlights HalogenHeated Steering WheelInside Rearview Mirror Auto-DimmingMemorized Settings Includes Adjustable PedalsMemorized Settings Includes Audio SystemMemorized Settings Includes Driver SeatMemorized Settings Includes Exterior MirrorsMemorized Settings Number Of Drivers: 2Mirror Color ChromeMulti-Function DisplayNavigation System Hard DriveNavigation System Touch Screen DisplayNavigation System With Voice RecognitionNumber Of Front Headrests 2Number Of Rear Headrests 3One-Touch Windows: 2Parking Sensors RearPassenger Seat Adjustable Lumbar Support: PowerPassenger Seat HeatedPassenger Seat Manual Adjustments: ReclinePassenger Seat Power Adjustments: 6Passenger Seat VentilatedPickup Bed Type StylesidePickup Truck Sliding Rear Window Power HorizontalPower BrakesPower Door LocksPower Outlet(s) 115VPower Outlet(s) 12VPower SteeringPower WindowsReading Lights FrontReading Lights RearRear Seats 60-40 Split BenchRear Seats Center Armrest: Folding With StorageRear Seats HeatedRear Seats RecliningRear Seats Split FoldingRemote Engine StartRoll Stability ControlRunning Boards StepSeatbelts Emergency Locking Retractors: FrontSeatbelts Emergency Locking Retractors: Front And RearSeatbelts Seatbelt Force LimitersSeatbelts Seatbelt PretensionersSeatbelts Seatbelt Warning Sensor: Driver And PassengerSeatbelts Second Row 3-PointSeats Front Seat Type: BucketSeats Leather UpholsterySecurity Engine ImmobilizerSecurity Remote Anti-Theft Alarm SystemStability ControlSteering Wheel Mounted Controls AudioSteering Wheel Mounted Controls Cruise ControlsSteering Wheel Mounted Controls Multi-Function Screen ControlsSteering Wheel Mounted Controls PhoneSteering Wheel Mounted Controls Voice Recognition ControlsSteering Wheel Tilt-AdjustableSuspension Stabilizer Bar(s): FrontTachometerTail And Brake Lights LEDTailgate RemovableTowing And Hauling Tow HooksTowing And Hauling Trailer Brake ControllerTowing And Hauling Trailer Hitch: Class VTowing And Hauling Trailer Wiring: 4-PinTowing And Hauling Trailer Wiring: 7-PinTraction ControlTraction Control With Trailer Stability AssistTrip ComputerVanity Mirrors Dual IlluminatingWarnings And Reminders Low Fuel LevelWarnings And Reminders Low Oil LevelWarnings And Reminders Maintenance ReminderWindows Front Wipers: Variable IntermittentWindows Lockout ButtonWindows Privacy Glass
 "	2016					 diesel				 clean	 automatic	 3C63RRNL1GG175932
"2018-02-03  8:54am
                "	22	"2016 Ford F-250 Super Duty Lariat
Kirk Brothers Truck Center844-696-1540
Price: Please call for price!Stock #: T6840A
Use the link below to view more information!http://www.carprices.com/AF2/vdp/45387186.html


Type: Used
Trim: Lariat
Bodystyle: Pickup
Transmission: automatic
Drive: 4WD
Engine: 6.7L
Fuel Type: Diesel
Exterior Color: Gray
Interior Color: Black
Seats: 6


Features 
2-stage UnlockingABS Brakes (4-Wheel)Adjustable Pedals PowerAdjustable Rear HeadrestsAir Conditioning - Front - Automatic Climate ControlAir Conditioning - Front - Dual ZonesAirbags - Front - DualAirbags - Front - SideAirbags - Front - Side CurtainAirbags - Rear - Side CurtainAirbags - Side-curtain Rollover SensorAudio - Antenna: DiversityAudio - Antenna: MastAudio Auxiliary Input: JackAudio Auxiliary Input: Memory Card SlotAudio Auxiliary Input: USBBody Side Reinforcements Side Impact Door BeamsBraking AssistBraking assist hill start assistCargo Bed LightCenter Console Front Console With Armrest And StorageChild Safety LocksChild Seat Anchors LATCH SystemClockCompassCruise ControlDigital OdometerDriver Seat Adjustable Lumbar Support: PowerDriver Seat Power Adjustments: 10Driver Seat Power Adjustments: ReclineDrivetrain 4WD Type: Part TimeDrivetrain Transfer Case: Electronic Hi-Lo Gear SelectionElectronic Brakeforce DistributionElectronic Messaging Assistance With Read FunctionExterior Mirrors HeatedExterior Mirrors Integrated Turn SignalsExterior Mirrors PowerExterior Mirrors Power FoldingExterior Mirrors Power TelescopingExterior Mirrors Spotter MirrorExterior Mirrors Towing MirrorsExternal Temperature DisplayFloor Mat Material CarpetFloor Material CarpetFront 12V and 115V Power OutletFront Fog LightsFront Headrests AdjustableFront Seatbelts: 3-PointFront Suspension Classification: Solid Live AxleFront Suspension Type: Multi-LinkFuel Economy Display MPGFuel Economy Display RangeHeadlights Auto Delay OffHeadlights Auto OnHeadlights HalogenImpact Sensor Alert SystemImpact Sensor Door UnlockImpact Sensor Post-Collision Safety SystemInside Rearview Mirror Auto-DimmingKeyless Entry KeypadMulti-Function DisplayMulti-Functional Information CenterNumber Of Front Headrests 2Number Of Rear Headrests 3One-Touch Windows: 2Parking Sensors RearPassenger Seat Adjustable Lumbar Support: PowerPassenger Seat Power Adjustments: 10Passenger Seat Power Adjustments: ReclinePickup Bed Type FleetsidePickup Truck Sliding Rear Window Power HorizontalPower BrakesPower Door LocksPower SteeringPower WindowsProgrammable Safety Key MyKeyReading Lights FrontReading Lights RearRear 115V Power OutletRear 12V Power OutletRear Bumper Color ChromeRear Seats 60-40 Split BenchRear Seats Center Armrest: Folding With StorageRear Seats Split FoldingRoll Stability ControlSeatbelts Seatbelt Pretensioners: FrontSeatbelts Seatbelt Warning Sensor: Driver And PassengerSeatbelts Second Row 3-PointSeats Front Seat Type: Captains ChairsSeats Leather UpholsterySecurity Engine ImmobilizerSecurity Remote Anti-Theft Alarm SystemStability ControlSteering Wheel Mounted Controls AudioSteering Wheel Mounted Controls Cruise ControlsSteering Wheel Mounted Controls Multi-Function Screen ControlsSteering Wheel Mounted Controls PhoneSteering Wheel Mounted Controls Voice Recognition ControlsSteering Wheel Tilt And TelescopicSuspension Stabilizer Bar(s): FrontTachometerTail And Brake Lights Rear Center BrakelightTailgate RemovableTowing And Hauling Tow Hooks: FrontTowing And Hauling Trailer Brake ControllerTowing And Hauling Trailer HitchTowing And Hauling Trailer Wiring: 7-PinTraction ControlTraction Control With Trailer Stability AssistTrip ComputerVanity Mirrors Dual IlluminatingWarnings And Reminders Low Fuel LevelWarnings And Reminders Low Oil LevelWindows Front Wipers: IntermittentWindows Privacy GlassWindows Rear Defogger
F250 Super Duty    "	2016					 diesel				 clean	 automatic	 1FT7W2BT9GEB21915
"2018-01-13 11:50am
                "		"I don't have any dogs or pets in the car, and she certainly I didn't smok cigarettes. The luxury options and appointments accent the Dark Ebony leather very nicely, and it is very inviting. It is clean and fresh....sensational condition. show contact info
"	2001					 gas				 clean	 automatic	
"2018-02-03  8:49am
                "	17	"2015 GMC Sierra 2500HD Denali
Kirk Brothers Truck Center844-696-1540
Price: Please call for price!Stock #: P5961
Use the link below to view more information!http://www.carprices.com/AF2/vdp/45387185.html


Type: Used
Trim: Denali
Bodystyle: Pickup
Transmission: manual
Drive: 4WD
Engine: 6.6L
Fuel Type: Diesel
Exterior Color: White
Interior Color: Cocoa/Dune
Seats: 6


Features 
2-stage UnlockingABS Brakes (4-Wheel)Adjustable Pedals PowerAdjustable Rear HeadrestsAir Conditioning - Air FiltrationAir Conditioning - Front - Automatic Climate ControlAir Conditioning - Front - Dual ZonesAirbags - Front - DualAirbags - Front - SideAirbags - Front - Side CurtainAirbags - Passenger - Deactivation SwitchAirbags - Rear - Side CurtainAirbags - Side-curtain Rollover SensorAudio - Antenna: DiversityAudio - Antenna: MastAudio Auxiliary Input: IPod/IPhone IntegrationAudio Auxiliary Input: JackAudio Auxiliary Input: MP3Audio Auxiliary Input: Memory Card SlotAudio Auxiliary Input: USBAuxilliary Transmission Fluid CoolerBed Liner Spray-OnBody Side Moldings ChromeBraking AssistBraking assist hill start assistCenter Console Front Console With Armrest And StorageChild Safety LocksChild Seat AnchorsClockCruise ControlDaytime Running LightsDigital OdometerDriver Information SystemDriver Seat Adjustable Lumbar Support: PowerDriver Seat CooledDriver Seat HeatedDriver Seat Power Adjustments: 12Driver Seat Power Adjustments: ReclineDrivetrain 4WD Type: Part TimeDrivetrain Locking Differential: RearDrivetrain Transfer Case: Electronic Hi-Lo Gear SelectionElectronic Brakeforce DistributionEngine Oil CoolerExterior Entry Lights Puddle LampsExterior Mirrors Driver Side Auto-DimmingExterior Mirrors HeatedExterior Mirrors Integrated Turn SignalsExterior Mirrors PowerExterior Mirrors Power FoldingExterior Mirrors Spotter MirrorFloor Mat Material CarpetFloor Material CarpetFront Fog LightsFront Headrests AdjustableFront Seatbelts: 3-PointFront Suspension Classification: IndependentFuel Economy Display MPGFuel Economy Display RangeHeadlights Auto On/OffHeadlights HalogenHeated Steering WheelInside Rearview Mirror Auto-DimmingInterior Aluminum AccentsMemorized Settings Includes Driver SeatMemorized Settings Number Of Drivers: 2Mirror Color ChromeMulti-Function DisplayNavigation System Touch Screen DisplayNumber Of Front Headrests 2Number Of Rear Headrests 2One-Touch Windows: 4Parking Sensors FrontParking Sensors RearPassenger Seat Adjustable Lumbar Support: PowerPassenger Seat CooledPassenger Seat HeatedPassenger Seat Power Adjustments: 12Passenger Seat Power Adjustments: ReclinePickup Bed Type WidesidePickup Truck Sliding Rear Window PowerPower BrakesPower Door LocksPower Outlet(s) 115VPower Outlet(s) Two 12VPower SteeringPower WindowsReading Lights FrontRear Bumper Color Body-ColorRear Seats 60-40 Split BenchRear Seats Center Armrest: Folding With StorageRear Seats Folds UpRear Step BumperRemote Engine StartRoll Stability ControlRunning Boards ChromeRunning Boards StepSeatbelts Emergency Locking Retractors: FrontSeatbelts Seatbelt Pretensioners: FrontSeatbelts Seatbelt Warning Sensor: Driver And PassengerSeatbelts Second Row 3-PointSeats Front Seat Type: BucketSeats Leather-Trimmed UpholsterySeats Perforated UpholsterySecurity Engine ImmobilizerSecurity Remote Anti-Theft Alarm SystemSkid Plate(s) FrontStability ControlSteering Wheel Mounted Controls AudioSteering Wheel Mounted Controls Cruise ControlsSteering Wheel Tilt And TelescopicTachometerTailgate EZ-LiftTailgate Protection CapTowing And Hauling Cargo Tie DownsTowing And Hauling Intergrated Trailer Brake ControllerTowing And Hauling Tow Hooks: FrontTowing And Hauling Trailer HitchTowing And Hauling Trailer Wiring: 4-PinTowing And Hauling Trailer Wiring: 7-PinTraction ControlTraction Control With Trailer Stability AssistTransmission Temperature GaugeTransmission Tow/Haul ModeTrip ComputerTrip OdometerVanity Mirrors Dual IlluminatingWarnings And Reminders Low Fuel LevelWarnings And Reminders Turn Off HeadlightsWindows Front Wipers: Variable IntermittentWindows Lockout ButtonWindows Rear DefoggerWindows Tinted
 "	2015					 diesel				 clean	 manual	 1GT120E82FF163395
"2018-01-29 11:36am
                "	4	1999 ford ranger good condition hot heat and cold ac    	1999		 good	 4 cylinders	 rwd	 gas		 brown	 compact	 clean	 manual	
"2018-02-03  8:42am
                "	2	1994 FORD WINSTAR VAN, 64,000 ACTUAL MILES - - - VAN WAS ONLY DRIVEN BY MY MOM - - - VAN NEEDS A NEW BATTERY - - - VAN HAS A HOLE IN THE RADIATOR, WILL NEED TO BE REPAIRED OR REPLACED    	1994		 good			 gas	 64000			 clean	 automatic	
"2018-02-03  8:33am
                "		"Leather interior 
Engine 2.4L
Aloy wheels 
Am-fm-cd
Miles 73,000
Runs great    "	2009		 like new	 4 cylinders	 fwd	 gas		 black	 compact	 clean	 automatic	
"2018-01-22  2:35pm
                "	3	"2000 Ford Ranger. Extended Cab. V-6, Automatic. Clean truck. Runs and drives good. New tires. Keyless entry. Everything works.

Ford F-150, Toyota Tacoma, Nissan Frontier    "	2000					 gas	 196000			 clean	 automatic	
"2018-01-16  9:21am
                "	14	"2013 GMC WHITE SLE 4X4- sharp - Maybe - 24400- Maybe - 24300- Just Maybe????
Price: $24,500 = good 4X4- leather and tinted all the way around.
Mileage: 85,500 miles
Transmission: 6-Speed Automatic Overdrive
Trailer package - brake controller
Exterior Color: snow white
Interior Color: Tan leather
Gas Mileage: 16 MPG City- 22 MPG Highway
Engine: 5.3 -V8 Flex Fuel Vehicle
Drivetrain: Four-Wheel Drive- new tires
Major Options: Leather Seats, Suspension Package, SLE Package, Backup Camera, Trailer Package
4 wheel drive, BED LINER, TRAILER BRAKES, SATELLITE RADIO, clean carfax, never smoked in
CREW CAB - SHORT BOX -  show contact info
"	2013		 excellent	 8 cylinders	 4wd	 gas	 85800	 white	 full-size	 clean	 automatic	
"2018-01-19  1:11pm
                "	4	"Tundra 4x2 Double Cab 
 $9000 OBO
Nice truck and no issues at all!!
Toyota recommended service at 120,000 with new timing belt and water pump.  Oil changed every 3,000 miles.  Never wrecked, adult driven, never smoked in, and been taken well care of.  Good tires and will make someone a great truck.    
Leather, power locks/windows, cruise, tilt, CD stereo, Bedliner, towing package, power back glass, and step bar. Don't have to sell, don't need help selling, and title n hand.    "	2005					 gas	 168000			 clean	 automatic	
"2018-02-03  8:13am
                "	6	"2000 Silverado 3rd. door
200,xxx miles on truck, less than 90,000 on engine
22"" rims with nice tires
Flowmaster exhaust
Nice sound system 
Asking $5200.00
NO TEXT <> Phone Calls only
Phone  show contact info
"	2000		 good	 8 cylinders	 rwd	 gas	 20000	 white	 full-size	 clean	 automatic	
"2018-02-03  8:03am
                "	5	"Up 4sale fx 35 excellent crossover v6 automatic black leather sunroof navigation new tires no lights on new tires have all services records if interested contact me at  show contact info
"	2009		 excellent	 6 cylinders	 rwd	 gas	 140000	 silver	 mid-size	 clean	 automatic	
"2018-02-03  7:52am
                "	2	Very sharp car no check engine light in great condition 4500.00 cash    	2009		 good	 6 cylinders	 fwd	 gas	 12400	 grey	 compact	 clean	 automatic	
"2018-01-23  6:24pm
                "	4	77 f100 300-6 engine less than 10,000 miles on engine. Interior needs carpet, an seat recovered. Tires like new. 3 speed manual on colum. Just a good old truck. My son drives it to work daily. These are all the pics I have. Does have new floor pans. Some rust in bed.  $2400 obo.    	1977		 fair	 6 cylinders	 rwd	 gas	 100000	 red	 full-size	 clean	 manual	 Xxxxxxx
